Reference Handle,Token,Item Name,Variation Name,Unit and Precision,SKU,Description,Reporting Category,Additional Categories,SEO Title,SEO Description,Permalink,GTIN,Square Online Item Visibility,Item Type,Weight (lb),Shipping Enabled,Self-serve Ordering Enabled,Delivery Enabled,Pickup Enabled,Price,Online Sale Price,Archived,Sellable,Stockable,Skip Detail Screen in POS,Default Unit Cost,Default Vendor Name,Default Vendor Code,Current Quantity Rough Draft Bar & Books,New Quantity Rough Draft Bar & Books,Stock Alert Enabled Rough Draft Bar & Books,Stock Alert Count Rough Draft Bar & Books,Tax - Clothing Tax (4%),Tax - NY/Ulster Sales Tax (8%),Tax - Sales Tax Included (8%)
,,,Ingram,,,,Books,,,,,,unavailable,physical,,N,N,N,N,,,N,Y,Y,N,,Ingram,ING,,,N,,N,Y,N
